ID,Ag(wt%),Al(wt%),Be(wt%),Ce(wt%),Cr(wt%),Cu(wt%),Fe(wt%),Li(wt%),Mg(wt%),Mn(wt%),Ni(wt%),Re(wt%),Si(wt%),Sn(wt%),Ti(wt%),V(wt%),Zn(wt%),Zr(wt%),ST1,TIME1,ST2,TIME2,ST3,TIME3,Cold_Deformation_percent,First_Aging_Temp_C,First_Aging_Time_h,Second_Aging_Temp_C,Second_Aging_Time_h,Third_Aging_Temp_C,Third_Aging_Time_h,Processing_Description,UTS(MPa)
168,0.0,83.21000000000001,0.0,0.0,0.0,1.98,0.072,0.0,2.84,0.0,0.0,0.0,0.058,0.0,0.0,0.0,11.64,0.2,450,60,475,90,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,708.5
169,0.0,83.21000000000001,0.0,0.0,0.0,1.98,0.072,0.0,2.84,0.0,0.0,0.0,0.058,0.0,0.0,0.0,11.64,0.2,450,60,475,90,0,0,0.0,120,24.0,165,4.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 1h. the second heat treatment is Solution treatment at 475℃ for 90.0min. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,647.4
170,0.0,86.798,0.0,0.0,0.0,1.7,0.12,0.0,2.0,0.2,0.0,0.05,0.1,0.0,0.022,0.0,8.9,0.11,475,120,0,0,0,0,0.0,130,8.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 475℃ for 2h. the second heat treatment is Aging at 130.0℃ for 8.0 hours.,667.0
171,0.0,87.16,0.0,0.0,0.0,2.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,671.0
172,0.0,87.16,0.0,0.0,0.0,2.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,150,18.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,656.0
173,0.0,99.07,0.0,0.0,0.0,0.06,0.12,0.0,0.4,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,500,60,0,0,0,0,0.0,175,5.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 500℃ for 1h. the second heat treatment is Aging at 175.0℃ for 5.0 hours.,147.0
174,0.0,99.1,0.0,0.0,0.0,0.03,0.12,0.0,0.4,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,500,60,0,0,0,0,0.0,175,5.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 500℃ for 1h. the second heat treatment is Aging at 175.0℃ for 5.0 hours.,126.0
175,0.0,99.12,0.0,0.0,0.0,0.01,0.12,0.0,0.4,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,500,60,0,0,0,0,0.0,175,5.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 500℃ for 1h. the second heat treatment is Aging at 175.0℃ for 5.0 hours.,117.0
176,0.0,99.13,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,500,60,0,0,0,0,0.0,175,5.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 500℃ for 1h. the second heat treatment is Aging at 175.0℃ for 5.0 hours.,115.0
177,0.0,89.96,0.0,0.0,0.23,1.67,0.06,0.0,2.4,0.05,0.0,0.0,0.03,0.0,0.05,0.0,5.55,0.0,465,105,0,0,0,0,0.0,120,24.0,190,0.1,135,3.0,the first heat treatment is Solution treatment at 465℃ for 105.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,547.0
178,0.0,89.57,0.0,0.0,0.22,1.6,0.22,0.0,2.5,0.12,0.0,0.0,0.12,0.0,0.05,0.0,5.6,0.0,465,105,0,0,0,0,0.0,110,6.0,165,6.0,0,0.0,the first heat treatment is Solution treatment at 465℃ for 105.0min. the second heat treatment is Aging at 110.0℃ for 6.0 hours.,508.0
179,0.0,88.0,0.0,0.0,0.0,1.6,0.0,0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7.8,0.2,460,1440,470,480,480,120,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 460℃ for 24h. the second heat treatment is Solution treatment at 470℃ for 8h. the third heat treatment is Solution treatment at 480℃ for 2h. the fourth heat treatment is Aging at 120.0℃ for 24.0 hours.,597.0
180,0.0,88.15,0.0,0.0,0.0,2.5,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.15,450,180,480,180,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 3h. the second heat treatment is Solution treatment at 480℃ for 3h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,650.0
181,0.0,88.3,0.0,0.0,0.0,2.5,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,450,180,480,180,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 3h. the second heat treatment is Solution treatment at 480℃ for 3h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,600.0
182,0.0,89.33,0.0,0.0,0.0,1.64,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.13,470,60,0,0,0,0,0.0,120,26.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Aging at 120.0℃ for 26.0 hours.,564.0
183,0.0,89.23,0.0,0.09,0.0,1.7,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.11,470,60,0,0,0,0,0.0,120,26.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 1h. the second heat treatment is Aging at 120.0℃ for 26.0 hours.,561.0
184,0.0,84.03999999999999,0.0,0.0,0.0,2.05,0.0,0.0,2.05,0.0,0.0,0.22,0.0,0.0,0.0,0.0,11.55,0.09,470,90,0,0,0,0,0.0,110,8.0,145,4.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 90.0min. the second heat treatment is Aging at 110.0℃ for 8.0 hours.,755.0
185,0.0,89.55799999999999,0.0,0.0,0.002,2.1,0.09,0.0,2.1,0.03,0.0,0.0,0.08,0.0,0.04,0.0,5.9,0.1,475,120,0,0,0,0,0.0,120,24.0,185,4.0,120,24.0,the first heat treatment is Solution treatment at 475℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,535.0
186,0.0,89.55799999999999,0.0,0.0,0.002,2.1,0.09,0.0,2.1,0.03,0.0,0.0,0.08,0.0,0.04,0.0,5.9,0.1,475,120,0,0,0,0,0.0,120,24.0,185,1.0,120,24.0,the first heat treatment is Solution treatment at 475℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,590.0
187,0.2,93.25,0.0,0.0,0.0,5.3,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,515,1,0,0,0,0,0.0,185,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 1.5min. the second heat treatment is Aging at 185.0℃ for 6.0 hours.,485.0
188,0.0,93.45,0.0,0.0,0.0,5.3,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,515,1,0,0,0,0,0.0,185,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 1.5min. the second heat treatment is Aging at 185.0℃ for 10.0 hours.,470.0
189,0.0,89.39,0.0,0.0,0.0,2.12,0.08,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6.06,0.11,473,60,0,0,0,0,0.0,121,20.0,190,1.0,121,24.0,the first heat treatment is Solution treatment at 473℃ for 1h. the second heat treatment is Aging at 121.0℃ for 20.0 hours.,543.0
190,0.0,89.39,0.0,0.0,0.0,2.12,0.08,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6.06,0.11,473,60,0,0,0,0,0.0,121,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 1h. the second heat treatment is Aging at 121.0℃ for 24.0 hours.,539.0
191,0.0,89.39,0.0,0.0,0.0,2.12,0.08,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6.06,0.11,473,60,0,0,0,0,0.0,121,6.0,121,12.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 1h. the second heat treatment is Aging at 121.0℃ for 6.0 hours.,603.0
192,0.0,89.39,0.0,0.0,0.0,2.12,0.08,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6.06,0.11,473,60,0,0,0,0,0.0,483,0.5,121,24.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 1h. the second heat treatment is Aging at 483.0℃ for 0.5 hours.,570.509
193,0.0,89.39,0.0,0.0,0.0,2.12,0.08,0.0,2.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,6.06,0.11,473,60,0,0,0,0,0.0,121,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 473℃ for 1h. the second heat treatment is Aging at 121.0℃ for 24.0 hours.,536.35
194,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,671.0
195,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,150,2.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,672.0
196,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,150,10.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,667.0
197,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,150,18.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,656.0
198,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,150,26.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,637.0
199,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,155,2.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,671.0
200,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,155,10.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,655.0
201,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,155,18.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,646.0
202,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,155,26.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,630.0
203,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,160,2.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,684.0
204,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,160,10.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,652.0
205,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,160,18.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,608.0
206,0.0,87.15,0.0,0.0,0.0,2.0,0.005,0.0,2.3,0.0,0.0,0.0,0.005,0.0,0.0,0.0,8.45,0.09,470,120,0,0,0,0,0.0,115,6.0,160,26.0,0,0.0,the first heat treatment is Solution treatment at 470℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,597.0
207,0.0,84.7,0.0,0.0,0.0,2.5,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.4,440,360,480,180,490,30,0.0,135,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 440℃ for 6h. the second heat treatment is Solution treatment at 480℃ for 3h. the third heat treatment is Solution treatment at 490℃ for 30.0min. the fourth heat treatment is Aging at 135.0℃ for 24.0 hours.,782.4
208,0.0,84.7,0.0,0.0,0.0,2.5,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.4,440,360,480,180,490,30,0.0,135,24.0,175,3.0,0,0.0,the first heat treatment is Solution treatment at 440℃ for 6h. the second heat treatment is Solution treatment at 480℃ for 3h. the third heat treatment is Solution treatment at 490℃ for 30.0min. the fourth heat treatment is Aging at 135.0℃ for 24.0 hours.,703.0
209,0.0,84.7,0.0,0.0,0.0,2.5,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.4,440,360,480,180,490,30,0.0,135,24.0,175,3.0,135,24.0,the first heat treatment is Solution treatment at 440℃ for 6h. the second heat treatment is Solution treatment at 480℃ for 3h. the third heat treatment is Solution treatment at 490℃ for 30.0min. the fourth heat treatment is Aging at 135.0℃ for 24.0 hours.,770.0
210,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,85,3.0,170,1.5,85,6.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 85.0℃ for 3.0 hours.,550.0
211,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,85,12.0,160,1.5,130,9.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 85.0℃ for 12.0 hours.,565.0
212,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,100,6.0,150,0.5,115,3.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 100.0℃ for 6.0 hours.,514.0
213,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,100,9.0,180,0.5,100,12.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 100.0℃ for 9.0 hours.,546.0
214,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,115,6.0,150,2.0,100,12.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 115.0℃ for 6.0 hours.,554.0
215,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,115,9.0,180,2.0,115,3.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 115.0℃ for 9.0 hours.,551.0
216,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,130,3.0,170,1.0,130,6.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 130.0℃ for 3.0 hours.,556.0
217,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,130,12.0,160,1.0,85,9.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 130.0℃ for 12.0 hours.,550.0
218,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,70,2.0,130,9.0,150,3.5,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 70.0℃ for 2.0 hours.,539.0
219,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,70,8.0,120,9.0,180,5.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 70.0℃ for 8.0 hours.,519.0
220,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,80,4.0,110,3.0,170,2.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 80.0℃ for 4.0 hours.,540.0
221,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,80,6.0,140,3.0,160,6.5,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 80.0℃ for 6.0 hours.,538.0
222,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,90,4.0,110,12.0,160,6.5,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 90.0℃ for 4.0 hours.,553.0
223,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,90,6.0,140,12.0,170,2.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 90.0℃ for 6.0 hours.,548.0
224,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,100,2.0,130,6.0,180,5.0,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 100.0℃ for 2.0 hours.,515.0
225,0.0,90.167,0.0,0.0,0.22,1.52,0.016,0.0,2.4,0.026,0.005,0.0,0.066,0.0,0.02,0.0,5.56,0.0,480,120,0,0,0,0,0.0,100,8.0,120,6.0,150,3.5,the first heat treatment is Solution treatment at 480℃ for 2h. the second heat treatment is Aging at 100.0℃ for 8.0 hours.,541.0
226,0.0,91.03,0.0,0.0,0.17,0.17,0.09,0.0,2.24,0.38,0.0,0.0,0.04,0.0,0.0,0.0,5.88,0.0,515,90,0,0,0,0,0.0,185,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 90.0min. the second heat treatment is Aging at 185.0℃ for 6.0 hours.,582.0
227,0.0,90.29,0.0,0.0,0.13,0.13,0.43,0.0,2.57,0.29,0.0,0.0,0.1,0.0,0.0,0.0,6.06,0.0,515,90,0,0,0,0,0.0,185,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 90.0min. the second heat treatment is Aging at 185.0℃ for 6.0 hours.,568.0
228,0.0,89.52,0.0,0.0,0.17,1.68,0.09,0.0,2.24,0.38,0.0,0.0,0.04,0.0,0.0,0.0,5.88,0.0,515,90,0,0,0,0,0.0,185,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 90.0min. the second heat treatment is Aging at 185.0℃ for 6.0 hours.,582.0
229,0.0,88.88,0.0,0.0,0.13,1.54,0.43,0.0,2.57,0.29,0.0,0.0,0.1,0.0,0.0,0.0,6.06,0.0,515,90,0,0,0,0,0.0,185,6.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 90.0min. the second heat treatment is Aging at 185.0℃ for 6.0 hours.,568.0
230,0.0,89.88,0.0,0.0,0.19,1.5,0.16,0.0,2.4,0.02,0.0,0.05,0.07,0.0,0.02,0.0,5.7,0.01,515,90,0,0,0,0,0.0,185,10.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 515℃ for 90.0min. the second heat treatment is Aging at 185.0℃ for 10.0 hours.,578.0
231,0.0,88.46000000000001,0.0,0.0,0.04,2.3,0.12,0.0,2.4,0.1,0.0,0.0,0.1,0.0,0.06,0.0,6.3,0.12,477,30,0,0,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 477℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,565.46
232,0.0,88.46000000000001,0.0,0.0,0.04,2.3,0.12,0.0,2.4,0.1,0.0,0.0,0.1,0.0,0.06,0.0,6.3,0.12,477,30,0,0,0,0,0.0,120,6.0,177,8.0,0,0.0,the first heat treatment is Solution treatment at 477℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 6.0 hours.,446.88
233,0.0,88.46000000000001,0.0,0.0,0.04,2.3,0.12,0.0,2.4,0.1,0.0,0.0,0.1,0.0,0.06,0.0,6.3,0.12,477,30,0,0,0,0,0.0,120,4.0,163,13.0,0,0.0,the first heat treatment is Solution treatment at 477℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 4.0 hours.,541.94
234,0.0,88.46000000000001,0.0,0.0,0.04,2.3,0.12,0.0,2.4,0.1,0.0,0.0,0.1,0.0,0.06,0.0,6.3,0.12,477,30,0,0,0,0,0.0,120,24.0,200,0.14,0,0.0,the first heat treatment is Solution treatment at 477℃ for 30.0min. the second heat treatment is Aging at 120.0℃ for 24.0 hours.,541.94
235,0.0,92.29,0.0,0.0,0.0,4.19,0.17,0.0,1.52,0.67,0.61,0.0,0.1,0.0,0.1,0.13,0.1,0.12,498,60,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 498℃ for 1h.,534.0
236,0.0,91.85,0.0,0.0,0.0,4.21,0.16,0.0,1.49,0.68,0.96,0.0,0.09,0.0,0.1,0.25,0.1,0.11,498,60,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 498℃ for 1h.,512.0
237,0.0,92.86,0.0,0.0,0.0,4.22,0.16,0.0,1.54,0.67,0.05,0.0,0.1,0.0,0.1,0.05,0.2,0.05,498,60,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 498℃ for 1h.,487.0
238,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,8.0,190,0.17,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 8.0 hours.,670.0
239,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,12.0,190,0.17,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 12.0 hours.,652.0
240,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,16.0,190,0.17,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,696.0
241,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,20.0,190,0.17,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 20.0 hours.,665.0
242,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,16.0,190,0.1,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,672.0
243,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,16.0,190,0.133,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,680.0
244,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,16.0,190,0.17,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,698.0
245,0.0,87.4,0.0,0.0,0.04,2.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,8.1,0.1,470,20,485,20,0,0,0.0,135,16.0,190,0.2,0,0.0,the first heat treatment is Solution treatment at 470℃ for 20.0min. the second heat treatment is Solution treatment at 485℃ for 20.0min. the third heat treatment is Aging at 135.0℃ for 16.0 hours.,678.0
246,0.0,87.115,0.0,0.0,0.02,2.44,0.08,0.0,1.98,0.025,0.0,0.0,0.05,0.0,0.03,0.0,8.13,0.13,450,180,475,180,0,0,0.0,120,24.0,0,0.0,0,0.0,the first heat treatment is Solution treatment at 450℃ for 3h. the second heat treatment is Solution treatment at 475℃ for 3h. the third heat treatment is Aging at 120.0℃ for 24.0 hours.,734.3
