ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
132,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 600  °C and the annealing time was 1.5 h.",1015.0,1040.0,23.0
133,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 615 °C and the annealing time was 1.5 h.",1000.0,1020.0,24.2
134,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 630 °C and the annealing time was 1.5 h. ",935.0,980.0,26.2
135,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 645 °C and the annealing time was 1.5 h.",885.0,960.0,30.6
136,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 600  °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. ",1045.0,1080.0,21.5
137,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 615 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. ",1020.0,1040.0,22.4
138,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 630 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. ",980.0,1035.0,26.0
139,0.56,0,0.0025,0,0.06,0,0,0,0.0,0.0,1.6,0,90.15,0,0,0,5.1,0.0,0.0015,0,0.064,2.1,0.0,0.0,0,0.0,0,0.36,0,0,0.0,0.002,0.0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 645 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. ",960.0,1010.0,29.2
140,0.03,0,0.0015,0,0.095,0,0,0,0.0,1.0,0.0,0,96.9295,0,0,0,1.0,0.65,0.004,0,0.0,0.0,0.004,0.0,0,0.006,0,0.2,0,0,0.0,0.08,0.0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature.",908.0,1226.0,12.1
141,0.03,0,0.0015,0,0.095,0,0,0,0.0,1.0,0.0,0,96.9105,0,0,0,1.0,0.65,0.003,0,0.0,0.0,0.002,0.0,0,0.003,0,0.2,0,0,0.025,0.08,0.0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature.",953.0,1264.0,12.5
142,0.03,0,0.0015,0,0.14,0,0,0,0.0,1.0,0.0,0,96.8905,0,0,0,1.0,0.65,0.003,0,0.0,0.0,0.002,0.0,0,0.003,0,0.2,0,0,0.0,0.08,0.0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature.",1011.0,1404.0,11.4
143,0.03,0,0.0015,0,0.14,0,0,0,0.0,1.0,0.0,0,96.9655,0,0,0,1.0,0.65,0.003,0,0.0,0.0,0.004,0.0,0,0.006,0,0.2,0,0,0.0,0.0,0.0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature.",1000.0,1384.0,11.8
144,0.03,0,0.0,0,0.14,0,0,0,0.0,1.0,0.0,0,96.886,0,0,0,1.0,0.65,0.005,0,0.0,0.0,0.003,0.0,0,0.006,0,0.2,0,0,0.0,0.08,0.0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature.",968.0,1351.0,12.1
145,2.49,0,0.0,0,0.37,0,0,0,0.0,0.0,0.49,0,94.41,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.02,0,0.0,0,0.23,0,0,0.0,0.0,0.0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1073 K (800 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 30 minutes.",546.0,991.0,25.0
146,2.49,0,0.0,0,0.37,0,0,0,0.0,0.0,0.49,0,93.41,0,0,0,2.99,0.0,0.0,0,0.0,0.0,0.0,0.02,0,0.0,0,0.23,0,0,0.0,0.0,0.0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1073 K (800 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 90 minutes.",528.0,1023.0,22.0
147,2.49,0,0.0,0,0.37,0,0,0,0.0,0.0,0.49,0,92.41,0,0,0,3.99,0.0,0.0,0,0.0,0.0,0.0,0.02,0,0.0,0,0.23,0,0,0.0,0.0,0.0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1033 K (760 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 30 minutes.",479.0,1125.0,14.0
148,0.039,0,0.0003,0,0.39,0,0,0,0.0,0.89,0.0,0,95.7795,0,0,0,0.69,0.22,0.0022,0,0.005,1.54,0.0,0.006,0,0.004,0,0.34,0,0,0.005,0.089,0.0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.7 °C/s were selected followed by tempering treatment at 630°C for 1h.,1128.0,1222.0,13.6
149,0.039,0,0.0003,0,0.39,0,0,0,0.0,0.89,0.0,0,95.7795,0,0,0,0.69,0.22,0.0022,0,0.005,1.54,0.0,0.006,0,0.004,0,0.34,0,0,0.005,0.089,0.0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.3 °C/s were selected followed by tempering treatment at 630°C for 1h.,983.0,1130.0,13.2
150,0.037,0,0.0002,0,0.43,0,0,0,0.0,0.78,0.0,0,96.0732,0,0,0,0.6,0.2,0.0046,0,0.004,1.51,0.0,0.001,0,0.003,0,0.35,0,0,0.006,0.001,0.0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.7 °C/s were selected followed by tempering treatment at 630°C for 1h.,697.0,884.0,15.9
151,0.037,0,0.0002,0,0.43,0,0,0,0.0,0.78,0.0,0,96.0732,0,0,0,0.6,0.2,0.0046,0,0.004,1.51,0.0,0.001,0,0.003,0,0.35,0,0,0.006,0.001,0.0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.3 °C/s were selected followed by tempering treatment at 630°C for 1h.,697.0,884.0,15.3
152,0.086,0,0.0,0,0.35,0,0,0,0.0,1.15,0.0,0,96.124,0,0,0,0.77,0.17,0.0,0,0.0,0.94,0.0,0.0,0,0.0,0,0.3,0,0,0.11,0.0,0.0,0,0,0,"To perform the thermomechanical treatment, samples were cut into 10*50*100 mm plates. Steel plates were heated at 850 °C for 60 min in a furnace with a heating rate of about 14 °C/min, before quenching into oil. To develop a ferrite-martensite microstructure, the unrolled and rolled samples were held at 750 °C for 120 min, in the inter-critical region, and then cooled in oil to room temperature.",908.7,1481.1,7.1
153,0.086,0,0.0,0,0.35,0,0,0,0.0,1.15,0.0,0,96.124,0,0,0,0.77,0.17,0.0,0,0.0,0.94,0.0,0.0,0,0.0,0,0.3,0,0,0.11,0.0,0.0,0,0,0,"To perform the thermomechanical treatment, samples were cut into 10*50*100 mm plates. Steel plates were heated at 850 °C for 60 min in a furnace with a heating rate of about 14 °C/min, before quenching into oil. The subsequent martensitic samples were cold rolled up to 10% reduction in thickness. To develop a ferrite-martensite microstructure, the unrolled and rolled samples were held at 750 °C for 120 min, in the inter-critical region, and then cooled in oil to room temperature.",1065.9,1617.7,7.9
154,0.086,0,0.0,0,0.35,0,0,0,0.0,1.15,0.0,0,96.124,0,0,0,0.77,0.17,0.0,0,0.0,0.94,0.0,0.0,0,0.0,0,0.3,0,0,0.11,0.0,0.0,0,0,0,"To perform the thermomechanical treatment, samples were cut into 10*50*100 mm plates. Steel plates were heated at 850 °C for 60 min in a furnace with a heating rate of about 14 °C/min, before quenching into oil. The subsequent martensitic samples were cold rolled up to 15% reduction in thickness. To develop a ferrite-martensite microstructure, the unrolled and rolled samples were held at 750 °C for 120 min, in the inter-critical region, and then cooled in oil to room temperature.",1090.6,1630.2,13.4
155,0.086,0,0.0,0,0.35,0,0,0,0.0,1.15,0.0,0,96.124,0,0,0,0.77,0.17,0.0,0,0.0,0.94,0.0,0.0,0,0.0,0,0.3,0,0,0.11,0.0,0.0,0,0,0,"To perform the thermomechanical treatment, samples were cut into 10*50*100 mm plates. Steel plates were heated at 850 °C for 60 min in a furnace with a heating rate of about 14 °C/min, before quenching into oil. The subsequent martensitic samples were cold rolled up to 20% reduction in thickness. To develop a ferrite-martensite microstructure, the unrolled and rolled samples were held at 750 °C for 120 min, in the inter-critical region, and then cooled in oil to room temperature.",1171.8,1691.9,8.8
156,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (150 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",763.0,1036.0,22.8
157,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (175 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",736.0,1020.0,23.6
158,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (200 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",657.0,1019.0,22.2
159,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (225 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",605.0,1001.0,23.4
160,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (250 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",496.0,998.0,22.6
161,0.91,0,0.0,0,0.225,0,0,0,0.0,0.0,0.0,0,95.943,0,0,0,2.02,0.0,0.0,0,0.034,0.0,0.0,0.0,0,0.0,0,0.85,0,0,0.018,0.0,0.0,0,0,0,"The ingots were homogenized at 1250 °C for 2h and then hot rolled to a final thickness of 4 mm through 7 passes. Subsequently, the steels were cooled in a furnace to room temperature and obtained ferrite and pearlite. Then cold rolled to 1.2 mm with a reduction ratio of 70% after pickling in 10% hydrochloric acid. Then the cold rolled sheets were subjected to the different annealing processes using a tube furnace and salt baths. Here, the annealing temperature is selected as 840 °C and the volume fraction of ferrite is about 32.6% according our previous study . In order to cooperate with CGL, high-temperature short-time overaging treatment (i.e., 460°C-30s) were conducted, as shown in Fig. 1b. The specimens were heated to partial austenitizing temperature 840 °C and held for 240s. Afterwards, the steels were rapidly placed in the salt bath furnace with different quenching temperatures (275 °C) for 30s and subsequently overaged at 460 °C for 30s followed by water quenching.",431.0,967.0,25.7
162,0.0,0,0.0,0,0.078,0,0,0,0.0,9.94,0.0,0,77.342,0,0,0,7.72,0.0,0.0,0,0.0,4.92,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"The ingot was homogenized at 1200 °C for 12 h under a protective atmosphere, hot-rolled to the plates of 10 mm thick, and followed by solution treatment at 1200 °C for 30 min. Using the plates, the repetitive thermomechanical processes were performed, as shown in Fig. 1.",120.0,1041.0,38.9
163,0.0,0,0.0,0,0.078,0,0,0,0.0,9.94,0.0,0,77.342,0,0,0,7.72,0.0,0.0,0,0.0,4.92,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"The ingot was homogenized at 1200 °C for 12 h under a protective atmosphere, hot-rolled to the plates of 10 mm thick, and followed by solution treatment at 1200 °C for 30 min. Using the plates, the repetitive thermomechanical processes were performed, as shown in Fig. 1. The reverse transformation start and finish temperatures (As and Af) were determined from dilatational curves measured at the rate of 10 °C/s during the heat-up of the cold-rolled sheets. The annealing for the reverse transformation was carried out at a temperature of Af+10 °C for 10 min using a salt bath. The reduction in thickness of the first cold rolling was about 75% and the annealing temperature was 640 °C.",708.0,1070.0,36.0
164,0.0,0,0.0,0,0.078,0,0,0,0.0,9.94,0.0,0,77.342,0,0,0,7.72,0.0,0.0,0,0.0,4.92,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"The ingot was homogenized at 1200 °C for 12 h under a protective atmosphere, hot-rolled to the plates of 10 mm thick, and followed by solution treatment at 1200 °C for 30 min. Using the plates, the repetitive thermomechanical processes were performed, as shown in Fig. 1. The reverse transformation start and finish temperatures (As and Af) were determined from dilatational curves measured at the rate of 10 °C/s during the heat-up of the cold-rolled sheets. The annealing for the reverse transformation was carried out at a temperature of Af+10 °C for 10 min using a salt bath. The reduction in thickness of the first cold rolling was about 75% and the annealing temperature was 640 °C. These two parameters were 50% and 630 °C, respectively, for the second cycle.",779.0,1102.0,32.0
165,0.0,0,0.0,0,0.027,0,0,0,0.0,16.2,0.0,0,73.293,0,0,0,5.91,0.08,0.04,0,0.0,3.88,0.0,0.04,0,0.02,0,0.51,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then homogenized at 1200°C for 15h, followed by hot forging to reduce the average grain size. The forged specimens were then solution annealed at 1100°C for 150min for static recrystallization. All specimens were immediately quenched in water.",330.0,1030.0,48.0
166,0.0,0,0.0,0,0.027,0,0,0,0.0,16.2,0.0,0,73.293,0,0,0,5.91,0.08,0.04,0,0.0,3.88,0.0,0.04,0,0.02,0,0.51,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then homogenized at 1200°C for 15h, followed by hot forging to reduce the average grain size. The forged specimens were then solution annealed at 1100°C for 150min for static recrystallization. All specimens were immediately quenched in water. The annealed strips with an initial thickness of 8mm were cold rolled to a thickness reduction of 95%. The thickness reduction in each pass was about 0.2mm. Multi-pass cold rolling was performed at temperature of 25°C at the strain rate of 0.5s-1. The reversion of martensite to austenite for the 95% cold rolled specimen was performed by isothermal annealing at temperature of 850°C for different times from 30s.",1485.0,1780.0,33.0
