ID,Al(wt%),Cr(wt%),Fe(wt%),Mo(wt%),Nb(wt%),Sn(wt%),Ti(wt%),V(wt%),Zr(wt%),Solution Temperature(℃),Solution Time(h),Aging Temperature(℃),Aging Time(h),Thermo-Mechanical Treatment Temperature(℃),Deformation(%),Processing_Description,UTS(MPa),El(%)
107,0.0,0.0,0.0,0.0,21.09,1.37,73.05,0.0,4.49,1000,1.0,0,0.0,20,50.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 50.0% reduction,719.0,16.8
108,0.0,0.0,0.0,0.0,21.09,1.37,73.05,0.0,4.49,1000,1.0,0,0.0,20,90.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 90.0% reduction,883.0,14.9
109,0.0,0.0,0.0,1.18,15.24,1.91,81.67,0.0,0.0,750,1.0,475,0.25,20,70.0,the first heat treatment is Solution treatment at 750.0℃ for 1.0 hours. the second heat treatment is Aging at 475.0℃ for 0.25 hours. the third heat treatment is Cold rolling at 20℃ with 70.0% reduction,1113.0,3.61
110,0.0,0.0,0.0,0.0,24.0,0.0,76.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,411.0,30.69
111,0.0,1.0,0.0,0.0,22.0,0.0,77.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,503.0,27.53
112,0.0,2.0,0.0,0.0,20.0,0.0,78.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,474.0,21.74
113,0.0,3.0,0.0,0.0,18.0,0.0,79.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,523.0,21.29
114,0.0,4.0,0.0,0.0,16.0,0.0,80.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,557.0,14.49
115,0.0,5.0,0.0,0.0,14.000000000000002,0.0,81.0,0.0,0.0,800,1.0,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,603.0,15.56
116,0.0,0.0,0.0,5.26,0.0,0.0,94.74,0.0,0.0,0,0.0,0,0.0,20,0.0,No processing,662.99,0.71
117,0.0,0.0,0.0,5.71,0.0,0.0,94.29,0.0,0.0,0,0.0,0,0.0,20,0.0,No processing,885.45,0.35
118,0.0,0.0,0.0,6.87,0.0,0.0,93.13,0.0,0.0,0,0.0,0,0.0,20,0.0,No processing,643.1,0.09
119,0.0,0.0,0.0,8.38,0.0,0.0,91.62,0.0,0.0,0,0.0,0,0.0,20,0.0,No processing,593.48,0.14
120,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0,0.0,0,0.0,20,90.0,the first heat treatment is Cold rolling at 20℃ with 90.0% reduction,779.0,6.2
121,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,750,1.0,0,0.0,20,91.0,the first heat treatment is Solution treatment at 750.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 91.0% reduction,503.0,25.8
122,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,850,1.0,0,0.0,20,92.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 92.0% reduction,608.0,24.9
123,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,950,1.0,0,0.0,20,93.0,the first heat treatment is Solution treatment at 950.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 93.0% reduction,623.0,16.9
124,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,0,0.0,0,0.0,20,94.0,the first heat treatment is Cold rolling at 20℃ with 94.0% reduction,561.0,3.5
125,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,750,1.0,0,0.0,20,95.0,the first heat treatment is Solution treatment at 750.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 95.0% reduction,449.0,24.0
126,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,850,1.0,0,0.0,20,96.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 96.0% reduction,493.0,21.1
127,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,950,1.0,0,0.0,20,97.0,the first heat treatment is Solution treatment at 950.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 97.0% reduction,587.0,17.1
128,0.0,0.0,0.0,4.08,24.58,2.2,62.7,0.0,6.44,800,0.5,0,0.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours,797.0,14.12
129,0.0,0.0,0.0,4.08,24.58,2.2,62.7,0.0,6.44,800,0.5,0,0.0,20,23.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Cold rolling at 20℃ with 23.0% reduction,857.0,12.41
130,0.0,0.0,0.0,4.08,24.58,2.2,62.7,0.0,6.44,800,0.5,0,0.0,20,44.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Cold rolling at 20℃ with 44.0% reduction,935.0,8.9
131,0.0,0.0,0.0,4.08,24.58,2.2,62.7,0.0,6.44,800,0.5,0,0.0,20,66.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Cold rolling at 20℃ with 66.0% reduction,1009.0,7.98
132,0.0,0.0,0.0,4.08,24.58,2.2,62.7,0.0,6.44,800,0.5,0,0.0,20,85.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Cold rolling at 20℃ with 85.0% reduction,1110.0,4.42
133,0.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,19.0,0,0.0,0,0.0,20,75.0,the first heat treatment is Cold rolling at 20℃ with 75.0% reduction,980.0,2.5
134,0.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,19.0,900,1.0,550,0.5,20,75.0,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours. the second heat treatment is Aging at 550.0℃ for 0.5 hours. the third heat treatment is Cold rolling at 20℃ with 75.0% reduction,794.0,5.0
135,0.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,19.0,900,1.0,600,0.5,20,75.0,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours. the second heat treatment is Aging at 600.0℃ for 0.5 hours. the third heat treatment is Cold rolling at 20℃ with 75.0% reduction,703.0,24.8
136,0.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,19.0,900,1.0,700,0.5,20,75.0,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours. the second heat treatment is Aging at 700.0℃ for 0.5 hours followed by air cooling. the third heat treatment is Cold rolling at 20℃ with 75.0% reduction,711.0,22.0
137,0.0,0.0,1.0,0.0,10.0,0.0,70.0,0.0,19.0,900,1.0,900,0.5,20,75.0,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours. the second heat treatment is Aging at 900.0℃ for 0.5 hours. the third heat treatment is Cold rolling at 20℃ with 75.0% reduction,691.0,19.4
138,0.0,11.15,0.0,0.0,0.0,0.0,88.85,0.0,0.0,850,1.0,0,0.0,1100,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1100.0℃ with 70.0% reduction,754.0,13.31
139,0.0,0.0,0.0,8.09,0.0,0.0,91.91,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,669.0,45.57
140,0.0,0.0,0.0,8.68,0.0,0.0,91.32,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,687.0,38.55
141,0.0,0.0,0.0,9.27,0.0,0.0,90.73,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,722.0,23.82
142,0.0,0.0,0.0,9.87,0.0,0.0,90.13,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,778.0,15.54
143,0.0,9.28,0.0,0.0,0.0,0.0,90.72,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,863.0,18.99
144,0.0,10.22,0.0,0.0,0.0,0.0,89.78,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,833.0,16.84
145,0.0,11.15,0.0,0.0,0.0,0.0,88.85,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,753.0,13.29
146,0.0,12.09,0.0,0.0,0.0,0.0,87.91,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,785.0,12.58
147,0.0,13.03,0.0,0.0,0.0,0.0,86.97,0.0,0.0,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,789.0,13.49
148,0.0,0.0,0.0,3.0,0.0,0.0,78.09,0.0,18.91,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,762.0,18.32
149,0.0,0.0,0.0,3.62,0.0,0.0,77.35,0.0,19.03,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,723.0,33.32
150,0.0,0.0,0.0,4.25,0.0,0.0,76.61,0.0,19.14,850,1.0,0,0.0,1000,70.0,the first heat treatment is Solution treatment at 850.0℃ for 1.0 hours. the second heat treatment is Hot rolling at 1000.0℃ with 70.0% reduction,782.0,18.85
151,0.0,0.0,1.97,0.0,15.38,0.0,82.65,0.0,0.0,800,1.0,0,0.0,20,84.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 84.0% reduction,739.0,24.0
152,0.0,0.0,2.0,0.0,15.590000000000002,0.94,81.47,0.0,0.0,800,1.0,0,0.0,20,84.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 84.0% reduction,679.0,25.15
153,0.0,0.0,2.02,0.0,15.81,1.91,80.25999999999999,0.0,0.0,800,1.0,0,0.0,20,84.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 84.0% reduction,622.0,19.04
154,0.0,0.0,2.0500000000000003,0.0,16.04,2.9000000000000004,79.01,0.0,0.0,800,1.0,0,0.0,20,84.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 84.0% reduction,577.0,28.77
155,0.0,0.0,2.08,0.0,16.27,3.92,77.73,0.0,0.0,800,1.0,0,0.0,20,84.0,the first heat treatment is Solution treatment at 800.0℃ for 1.0 hours. the second heat treatment is Cold rolling at 20℃ with 84.0% reduction,582.0,23.78
156,0.0,0.0,0.0,0.0,19.79,0.97,79.24,0.0,0.0,950,0.5,0,0.0,20,0.0,the first heat treatment is Solution treatment at 950.0℃ for 0.5 hours,780.0,32.0
157,0.0,0.0,0.0,0.0,19.79,0.97,79.24,0.0,0.0,950,0.5,500,6.0,20,0.0,the first heat treatment is Solution treatment at 950.0℃ for 0.5 hours. the second heat treatment is Aging at 500.0℃ for 6.0 hours,1070.0,8.0
158,0.0,0.0,0.0,0.0,19.79,0.97,79.24,0.0,0.0,950,0.5,600,6.0,20,0.0,the first heat treatment is Solution treatment at 950.0℃ for 0.5 hours. the second heat treatment is Aging at 600.0℃ for 6.0 hours,685.0,7.0
159,8.92,0.0,0.86,2.51,1.04,0.0,81.43,4.72,0.53,760,8.0,620,8.0,20,0.0,the first heat treatment is Solution treatment at 760.0℃ for 8.0 hours followed by air cooling. the second heat treatment is Aging at 620.0℃ for 8.0 hours followed by air cooling,1091.0,21.5
160,8.92,0.0,0.86,2.51,1.04,0.0,81.43,4.72,0.53,800,8.0,620,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 8.0 hours. the second heat treatment is Aging at 620.0℃ for 8.0 hours,1170.0,17.5
161,8.92,0.0,0.86,2.51,1.04,0.0,81.43,4.72,0.53,840,8.0,620,8.0,20,0.0,the first heat treatment is Solution treatment at 840.0℃ for 8.0 hours. the second heat treatment is Aging at 620.0℃ for 8.0 hours,1306.0,11.5
162,8.92,0.0,0.86,2.51,1.04,0.0,81.43,4.72,0.53,820,2.0,560,12.0,20,0.0,the first heat treatment is Solution treatment at 820.0℃ for 2.0 hours. the second heat treatment is Aging at 560.0℃ for 12.0 hours,1404.0,11.0
163,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,710,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 710.0℃ for 2.0 hours followed by air cooling. the second heat treatment is Aging at 500.0℃ for 3.0 hours followed by air cooling,1219.15,13.12
164,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,720,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 720.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1234.01,12.57
165,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,730,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 730.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1241.76,11.55
166,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,740,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 740.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1276.29,10.4
167,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,750,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 750.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1309.59,8.33
168,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,760,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 760.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1362.37,5.9
169,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,770,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 770.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1415.95,5.05
170,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,780,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 780.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1436.27,3.93
171,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,790,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 790.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1446.05,3.65
172,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,800,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1454.21,3.63
173,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,810,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 810.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1460.74,3.61
174,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,820,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 820.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1460.8,3.33
175,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,830,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 830.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1469.76,3.54
176,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,840,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 840.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1473.05,3.35
177,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,850,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 850.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1482.83,3.26
178,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,860,2.0,500,3.0,20,0.0,the first heat treatment is Solution treatment at 860.0℃ for 2.0 hours. the second heat treatment is Aging at 500.0℃ for 3.0 hours,1492.81,3.22
179,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,710,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 710.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1056.45,12.63
180,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,720,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 720.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1055.99,10.37
181,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,730,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 730.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1160.26,9.72
182,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,740,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 740.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1200.71,9.0
183,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,750,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 750.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1251.85,6.66
184,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,760,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 760.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1257.15,5.02
185,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,770,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 770.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1284.99,4.4
186,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,780,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 780.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1300.61,3.44
187,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,790,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 790.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1336.48,3.24
188,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,800,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1377.68,3.52
189,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,810,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 810.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1354.34,3.52
190,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,820,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 820.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1361.94,3.24
191,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,830,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 830.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1370.3,3.54
192,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,840,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 840.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1390.12,3.35
193,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,850,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 850.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1409.56,3.2
194,8.799999999999999,0.91,0.8500000000000001,2.47,0.0,0.0,82.31,4.66,0.0,860,2.0,550,3.0,20,0.0,the first heat treatment is Solution treatment at 860.0℃ for 2.0 hours. the second heat treatment is Aging at 550.0℃ for 3.0 hours,1423.7,3.24
195,8.66,0.0,0.0,0.0,0.0,0.98,90.35,0.0,0.0,1000,1.0,0,0.0,20,0.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours followed by furnace cooling,769.0,10.6
196,8.88,0.0,0.0,2.5,0.0,1.01,87.61,0.0,0.0,1000,1.0,0,0.0,20,0.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours,1016.0,5.8
197,9.11,0.0,0.0,5.12,0.0,1.04,84.73,0.0,0.0,1000,1.0,0,0.0,20,0.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours,1260.0,8.4
198,9.35,0.0,0.0,7.89,0.0,1.06,81.69999999999999,0.0,0.0,1000,1.0,0,0.0,20,0.0,the first heat treatment is Solution treatment at 1000.0℃ for 1.0 hours,724.0,9.3
199,8.799999999999999,2.74,0.0,2.47,0.0,0.0,81.33,4.66,0.0,885,1.0,450,4.0,800,77.0,the first heat treatment is Solution treatment at 885.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Aging at 450.0℃ for 4.0 hours followed by air cooling. the third heat treatment is Hot rolling at 800.0℃ with 77.0% reduction,1187.0,4.5
200,8.799999999999999,2.74,0.0,2.47,0.0,0.0,81.33,4.66,0.0,885,1.0,550,4.0,800,77.0,the first heat treatment is Solution treatment at 885.0℃ for 1.0 hours. the second heat treatment is Aging at 550.0℃ for 4.0 hours. the third heat treatment is Hot rolling at 800.0℃ with 77.0% reduction,1341.0,11.9
201,8.799999999999999,2.74,0.0,2.47,0.0,0.0,81.33,4.66,0.0,885,1.0,600,4.0,800,77.0,the first heat treatment is Solution treatment at 885.0℃ for 1.0 hours. the second heat treatment is Aging at 600.0℃ for 4.0 hours. the third heat treatment is Hot rolling at 800.0℃ with 77.0% reduction,1314.0,19.1
202,8.799999999999999,2.74,0.0,2.47,0.0,0.0,81.33,4.66,0.0,885,1.0,650,4.0,800,77.0,the first heat treatment is Solution treatment at 885.0℃ for 1.0 hours. the second heat treatment is Aging at 650.0℃ for 4.0 hours. the third heat treatment is Hot rolling at 800.0℃ with 77.0% reduction,1147.0,22.3
203,9.07,2.54,0.0,0.0,0.0,0.0,86.07000000000001,0.0,2.32,920,1.0,0,0.0,970,70.0,the first heat treatment is Solution treatment at 920.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Hot rolling at 970.0℃ with 70.0% reduction,1413.0,12.6
204,12.03,0.0,0.0,0.0,0.0,0.0,86.09,1.08,0.8,0,0.0,0,0.0,20,0.0,No processing,787.75,14.0
205,11.63,0.0,0.0,0.0,0.0,0.0,84.73,2.17,1.47,0,0.0,0,0.0,20,0.0,No processing,840.86,10.44
206,11.21,0.0,0.0,0.0,0.0,0.0,83.44,3.2,2.14,0,0.0,0,0.0,20,0.0,No processing,963.77,7.2
207,10.8,0.0,0.0,0.0,0.0,0.0,82.07,4.24,2.88,0,0.0,0,0.0,20,0.0,No processing,1070.49,5.24
208,10.36,0.0,0.0,0.0,0.0,0.0,80.80000000000001,5.3,3.53,0,0.0,0,0.0,20,0.0,No processing,1193.4,1.81
209,9.92,0.0,0.0,0.0,0.0,0.0,79.44,6.38,4.25,0,0.0,0,0.0,20,0.0,No processing,1293.0,2.0
210,9.48,0.0,0.0,0.0,0.0,0.0,78.22,7.39,4.92,0,0.0,0,0.0,20,0.0,No processing,1253.07,4.63
211,0.0,0.0,0.0,0.0,0.0,1.66,90.6,7.739999999999999,0.0,950,2.5,0,0.0,20,86.0,the first heat treatment is Solution treatment at 950.0℃ for 2.5 hours followed by water quenching. the second heat treatment is Cold rolling at 20℃ with 86.0% reduction,1040.0,6.0
212,0.0,0.0,0.0,0.0,0.0,1.66,90.6,7.739999999999999,0.0,950,2.5,250,1.5,20,86.0,the first heat treatment is Solution treatment at 950.0℃ for 2.5 hours. the second heat treatment is Aging at 250.0℃ for 1.5 hours. the third heat treatment is Cold rolling at 20℃ with 86.0% reduction,1157.51,4.79
213,0.0,0.0,0.0,0.0,0.0,1.97,78.45,19.58,0.0,950,2.5,0,0.0,20,86.0,the first heat treatment is Solution treatment at 950.0℃ for 2.5 hours. the second heat treatment is Cold rolling at 20℃ with 86.0% reduction,867.08,8.29
214,0.0,0.0,0.0,0.0,0.0,1.97,78.45,19.58,0.0,950,2.5,250,1.5,20,86.0,the first heat treatment is Solution treatment at 950.0℃ for 2.5 hours. the second heat treatment is Aging at 250.0℃ for 1.5 hours. the third heat treatment is Cold rolling at 20℃ with 86.0% reduction,1264.12,0.5
215,0.0,0.0,0.0,0.0,0.0,2.53,85.69,11.78,0.0,950,2.5,0,0.0,20,86.0,the first heat treatment is Solution treatment at 950.0℃ for 2.5 hours. the second heat treatment is Cold rolling at 20℃ with 86.0% reduction,1024.0,10.0
216,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,0,0.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours followed by water quenching,950.0,23.0
217,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,450,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 450.0℃ for 8.0 hours,1700.0,0.07
